age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,age_group,income_band,total_spend,online_spend_ratio,digital_score
61,246233,2.2,3,1.8,9,7,3,9,67473,30057,9,0,5,5,9,2,8,1,3,1,9,Other,Tier 3,Store,51+,High,97530,0.692,20.4
57,146841,4.7,5,0.0,10,1,0,15,56835,13305,2,8,7,4,5,5,8,10,8,5,3,Male,Tier 2,Store,51+,Medium,70140,0.81,20.4
39,163878,5.3,9,2.7,2,2,7,6,105572,99427,2,9,3,7,5,3,3,3,9,4,3,Other,Tier 1,Store,36-50,High,204999,0.515,14.6
44,236590,7.9,7,1.9,4,9,27,1,50247,134415,8,2,3,8,3,7,2,10,8,3,3,Female,Tier 1,Store,36-50,High,184662,0.272,28.8
52,17972,6.8,14,1.6,4,7,0,19,79356,124577,3,5,5,1,1,1,1,7,5,4,5,Male,Tier 1,Store,51+,Low,203933,0.389,24.6
18,164328,5.1,2,2.9,7,7,27,6,29217,64748,3,1,5,8,4,6,10,8,3,3,1,Female,Tier 1,Store,18-25,High,93965,0.311,24.2
52,118903,6.7,5,3.3,5,4,2,6,111992,56674,3,8,1,9,8,5,3,5,7,6,7,Other,Tier 3,Store,51+,Medium,168666,0.664,22.4
54,164725,5.4,5,4.0,5,4,49,4,6354,138194,6,1,4,7,5,4,3,1,7,3,9,Other,Tier 2,Store,51+,High,144548,0.044,19.8
64,118579,8.1,9,6.0,7,3,1,14,108233,68093,4,4,2,6,8,9,6,2,8,10,7,Male,Tier 2,Store,51+,Medium,176326,0.614,26.2
31,232741,6.5,2,1.8,2,10,24,18,13621,47737,2,4,5,9,3,8,4,7,8,2,2,Other,Tier 2,Store,26-35,High,61358,0.222,25.0
20,54339,9.5,1,1.6,8,4,36,9,1133,120673,4,9,7,1,8,3,4,9,6,1,8,Female,Tier 1,Store,18-25,Medium,121806,0.009,31.0
18,171829,5.4,4,2.5,6,10,10,4,83941,98631,3,5,7,1,4,6,2,2,7,5,10,Female,Tier 1,Store,18-25,High,182572,0.46,26.8
22,118376,8.5,4,2.6,5,6,45,4,92077,116900,7,4,3,1,7,9,7,10,2,4,9,Other,Tier 1,Store,18-25,Medium,208977,0.441,28.0
43,57399,6.2,1,4.8,1,3,17,17,85814,75100,10,7,5,1,9,5,2,1,7,3,3,Female,Tier 2,Store,36-50,Medium,160914,0.533,16.4
72,59013,4.6,10,3.2,2,10,41,3,89406,99464,4,8,5,5,2,9,5,4,2,2,2,Female,Tier 2,Store,51+,Medium,188870,0.473,21.2
31,243677,11.2,7,1.3,6,8,38,13,17469,135555,1,8,6,7,1,2,1,4,2,3,4,Female,Tier 3,Store,26-35,High,153024,0.114,36.4
56,160778,8.6,2,1.2,6,1,39,17,80296,3724,7,6,3,7,10,5,4,7,3,3,10,Male,Tier 2,Online,51+,High,84020,0.956,24.2
44,184303,6.5,11,3.4,9,6,19,8,104486,129118,4,1,3,8,2,2,6,8,10,1,9,Male,Tier 1,Store,36-50,High,233604,0.447,28.0
26,42909,7.5,13,2.2,6,2,16,16,66464,42645,9,2,3,7,4,6,9,8,8,10,2,Other,Tier 3,Store,26-35,Low,109109,0.609,23.0
32,222703,3.8,9,4.3,1,1,6,11,132677,117563,4,4,5,4,7,3,7,7,1,10,1,Male,Tier 3,Store,26-35,High,250240,0.53,9.6
32,203644,3.9,7,3.2,7,4,47,17,93610,94636,7,1,2,2,1,6,2,9,5,2,5,Female,Tier 3,Store,26-35,High,188246,0.497,18.8
43,231951,8.2,13,1.1,3,6,16,15,27477,28490,6,7,6,6,7,7,10,9,2,7,6,Female,Tier 1,Store,36-50,High,55967,0.491,25.4
59,209839,6.0,13,1.0,8,7,3,2,68687,146503,6,3,6,1,4,5,6,7,5,1,10,Other,Tier 2,Store,51+,High,215190,0.319,27.0
77,172541,5.7,12,2.9,6,1,35,18,92082,115759,2,6,3,5,1,6,10,4,4,4,5,Female,Tier 1,Store,51+,High,207841,0.443,18.4
30,147385,5.4,12,2.1,3,3,29,9,33951,109717,5,4,1,7,5,4,10,7,2,4,10,Male,Tier 3,Store,26-35,Medium,143668,0.236,16.8
68,153919,6.3,14,4.0,3,6,0,19,102658,134419,4,8,6,7,4,6,4,5,5,9,8,Female,Tier 2,Store,51+,High,237077,0.433,21.6
49,196294,5.5,7,2.9,8,6,34,6,16239,51114,1,9,7,7,6,7,9,3,7,1,7,Female,Tier 3,Store,36-50,High,67353,0.241,25.0
56,220774,1.9,1,2.9,6,10,11,0,81110,50960,9,2,1,3,5,9,8,10,10,4,5,Male,Tier 2,Store,51+,High,132070,0.614,19.8
66,156002,8.8,14,0.9,2,6,16,0,75652,135566,3,3,2,3,7,3,6,9,3,2,10,Female,Tier 2,Store,51+,High,211218,0.358,25.6
69,18285,5.8,9,1.9,3,7,15,14,110041,114112,9,5,7,2,6,3,4,4,5,7,2,Male,Tier 3,Store,51+,Low,224153,0.491,21.6
78,138637,9.7,10,2.4,6,7,27,0,24638,5233,1,6,2,8,7,1,9,10,9,6,9,Male,Tier 1,Online,51+,Medium,29871,0.825,32.4
49,50863,2.5,9,0.1,7,10,31,8,56208,111844,7,7,6,10,2,5,5,6,8,10,1,Other,Tier 3,Store,36-50,Medium,168052,0.334,22.0
21,162776,2.5,2,3.3,4,8,45,13,25831,119113,9,7,5,2,8,9,7,3,7,3,9,Male,Tier 3,Store,18-25,High,144944,0.178,17.0
47,164777,5.4,10,3.6,8,2,34,12,122359,94010,2,0,6,9,10,6,6,5,9,6,3,Male,Tier 3,Store,36-50,High,216369,0.566,20.8
54,146627,8.0,9,1.8,3,10,18,18,78537,23504,3,5,1,9,6,3,10,5,5,7,3,Male,Tier 2,Store,51+,Medium,102041,0.77,29.0
40,36323,3.6,2,4.1,6,1,28,15,41448,5103,10,0,2,5,2,10,9,8,9,5,5,Male,Tier 1,Hybrid,36-50,Low,46551,0.89,14.2
56,85968,3.5,13,4.1,7,10,28,16,59910,41333,2,0,6,6,8,7,5,10,1,6,3,Female,Tier 1,Store,51+,Medium,101243,0.592,24.0
62,212994,6.7,2,3.2,8,7,15,8,116934,108180,7,3,4,2,9,9,6,5,7,8,6,Female,Tier 3,Store,51+,High,225114,0.519,28.4
32,68915,5.4,13,2.4,4,1,3,13,78818,96001,8,8,1,7,7,7,9,4,7,3,6,Female,Tier 2,Store,26-35,Medium,174819,0.451,15.8
60,124543,7.1,13,3.8,5,2,20,2,21340,60841,6,9,5,7,10,2,1,6,2,3,3,Other,Tier 2,Store,51+,Medium,82181,0.26,21.2
46,156691,5.4,13,0.6,6,1,48,8,92800,93812,1,1,7,10,7,10,9,3,10,1,7,Female,Tier 3,Store,36-50,High,186612,0.497,17.8
53,218462,6.8,8,2.6,1,1,43,19,72635,130427,5,3,6,5,2,1,8,2,9,3,7,Female,Tier 2,Store,51+,High,203062,0.358,15.6
30,123500,8.7,3,1.4,9,3,0,0,81535,118800,1,5,2,6,4,1,6,1,3,3,1,Other,Tier 3,Store,26-35,Medium,200335,0.407,29.4
49,205346,3.6,14,1.6,3,4,18,4,59280,62788,3,7,7,2,8,3,6,6,5,8,1,Female,Tier 3,Store,36-50,High,122068,0.486,14.2
24,219245,8.4,3,3.1,2,5,43,5,74441,127310,1,1,5,4,5,9,6,6,6,8,1,Male,Tier 1,Store,18-25,High,201751,0.369,23.8
76,167297,2.6,7,1.5,7,5,25,19,116497,149024,2,0,4,7,9,1,3,1,9,4,2,Male,Tier 1,Store,51+,High,265521,0.439,17.2
68,126266,7.2,10,0.5,4,2,11,13,6513,147067,10,2,3,6,7,1,9,7,6,4,9,Female,Tier 2,Store,51+,Medium,153580,0.042,20.4
39,41739,8.8,6,5.4,4,3,16,9,148567,17768,1,0,4,7,5,9,4,5,9,4,4,Other,Tier 2,Hybrid,36-50,Low,166335,0.893,24.6
45,193780,5.0,7,1.7,10,8,36,7,81143,72313,7,9,1,9,8,8,3,3,3,4,7,Male,Tier 3,Store,36-50,High,153456,0.529,28.0
19,143041,7.3,6,1.4,9,2,27,14,107435,21414,7,0,3,9,8,9,3,7,6,7,4,Female,Tier 1,Store,18-25,Medium,128849,0.834,25.6
59,68019,5.0,14,4.1,7,4,35,0,76716,101646,4,4,1,2,2,7,5,4,2,8,10,Male,Tier 3,Store,51+,Medium,178362,0.43,21.0
62,222226,7.2,9,1.7,9,7,28,15,58708,120987,2,9,2,3,7,2,9,1,1,2,2,Other,Tier 2,Store,51+,High,179695,0.327,30.4
79,248169,1.5,2,0.8,1,9,4,19,127600,97844,4,8,2,3,6,3,3,10,1,2,10,Female,Tier 1,Store,51+,High,225444,0.566,13.0
74,22373,6.3,8,1.3,3,3,37,6,22706,139268,4,6,5,3,3,5,8,5,10,7,1,Other,Tier 2,Store,51+,Low,161974,0.14,18.6
70,181353,6.8,11,1.9,10,3,2,0,36095,50286,9,4,1,8,2,4,10,3,7,5,8,Other,Tier 3,Store,51+,High,86381,0.418,26.6
23,35187,8.7,6,1.1,10,7,14,4,13955,58226,9,3,7,2,10,9,4,9,10,4,7,Other,Tier 3,Store,18-25,Low,72181,0.193,34.4
45,82863,7.9,14,1.4,6,8,2,9,27183,83886,5,4,3,10,2,3,2,4,7,2,3,Male,Tier 2,Store,36-50,Medium,111069,0.245,29.8
45,112927,5.7,4,1.9,1,4,12,4,40662,92543,7,4,6,9,2,6,5,5,1,9,4,Female,Tier 2,Store,36-50,Medium,133205,0.305,16.4
61,99085,6.5,6,3.8,5,1,4,7,113980,75515,7,4,3,3,8,8,8,1,7,8,5,Female,Tier 2,Store,51+,Medium,189495,0.601,19.0
61,132996,3.1,6,5.2,4,5,20,5,105078,35686,3,1,3,3,9,5,9,2,9,6,7,Male,Tier 1,Store,51+,Medium,140764,0.746,15.2
37,54220,9.3,12,3.9,4,4,40,9,5799,132034,9,6,7,2,10,7,9,7,5,2,8,Male,Tier 3,Store,36-50,Medium,137833,0.042,26.6
47,145503,7.4,10,2.2,7,8,22,13,25603,3961,3,7,2,9,10,6,10,5,3,6,4,Female,Tier 3,Online,36-50,Medium,29564,0.866,29.8
79,22642,2.3,3,0.7,5,7,46,7,38875,61678,7,4,4,5,7,6,2,4,6,10,4,Female,Tier 3,Store,51+,Low,100553,0.387,16.6
28,94971,6.5,8,3.4,7,2,21,5,74950,41811,7,1,7,8,3,9,1,8,2,5,2,Other,Tier 2,Store,26-35,Medium,116761,0.642,22.0
75,70556,6.6,5,1.2,1,6,33,8,92094,143843,9,7,2,3,8,3,2,2,3,10,1,Male,Tier 3,Store,51+,Medium,235937,0.39,20.2
72,179832,4.5,11,2.0,9,4,40,14,129753,118814,7,6,7,7,3,1,8,2,6,1,8,Male,Tier 3,Store,51+,High,248567,0.522,22.0
45,53192,6.2,10,4.6,8,7,25,15,108193,19054,5,3,6,5,7,6,6,1,10,6,4,Male,Tier 3,Online,36-50,Medium,127247,0.85,27.4
42,150453,4.3,11,4.7,7,9,46,0,22442,46972,10,7,3,6,6,4,8,7,9,4,2,Male,Tier 3,Store,36-50,High,69414,0.323,24.6
56,242655,3.2,4,2.7,10,7,30,13,119240,140317,2,6,5,2,4,3,6,7,4,7,7,Male,Tier 1,Store,51+,High,259557,0.459,23.4
79,165630,4.8,14,4.1,2,2,34,19,93771,10528,10,9,3,3,1,4,9,9,6,10,4,Other,Tier 1,Store,51+,High,104299,0.899,13.6
50,45782,6.3,14,4.0,6,8,6,17,125421,82970,1,6,3,5,10,5,7,10,2,2,3,Other,Tier 1,Store,36-50,Low,208391,0.602,26.6
18,19782,7.9,13,3.4,4,6,39,6,114153,12853,6,4,4,9,8,4,9,4,3,5,1,Female,Tier 2,Online,18-25,Low,127006,0.899,25.8
74,237489,6.1,2,2.1,3,9,44,11,36109,53701,9,6,5,5,7,10,1,8,4,7,8,Other,Tier 3,Store,51+,High,89810,0.402,24.2
44,200784,7.9,14,1.8,8,7,31,9,113942,54960,3,5,7,7,4,3,8,2,7,7,3,Other,Tier 3,Store,36-50,High,168902,0.675,30.8
79,241017,7.3,10,2.6,4,5,21,14,962,44697,1,7,5,5,1,2,8,7,1,2,5,Other,Tier 2,Store,51+,High,45659,0.021,23.6
74,165534,3.9,1,0.8,3,8,46,6,112514,147326,1,0,4,2,1,1,6,6,6,2,4,Other,Tier 2,Store,51+,High,259840,0.433,18.8
69,75030,7.3,13,1.9,5,7,5,4,60302,21238,9,8,1,3,8,4,4,9,10,10,3,Male,Tier 3,Store,51+,Medium,81540,0.74,26.6
30,214591,7.3,7,3.3,9,1,20,10,116539,35964,9,9,4,7,7,7,9,2,6,8,9,Female,Tier 3,Store,26-35,High,152503,0.764,24.6
58,71411,9.5,10,1.7,10,5,44,2,44776,49248,6,6,3,6,1,2,5,6,3,2,3,Female,Tier 3,Store,51+,Medium,94024,0.476,34.0
20,201278,6.8,11,4.5,3,7,38,3,147586,50206,3,3,2,5,4,10,8,6,7,6,6,Female,Tier 2,Store,18-25,High,197792,0.746,23.6
56,112469,3.5,3,2.8,9,10,48,10,4027,57290,9,1,3,5,9,6,6,10,6,8,2,Female,Tier 1,Store,51+,Medium,61317,0.066,26.0
23,61950,4.9,3,3.5,4,7,46,14,104183,52320,5,6,5,10,9,6,10,8,6,2,2,Other,Tier 3,Store,18-25,Medium,156503,0.666,20.8
25,148595,2.3,3,2.2,10,3,36,14,982,48606,8,7,4,10,1,8,7,7,3,2,3,Other,Tier 3,Store,18-25,Medium,49588,0.02,17.6
44,206998,7.0,10,3.3,4,5,26,16,12164,18010,4,5,5,3,2,9,6,4,10,9,8,Male,Tier 1,Hybrid,36-50,High,30174,0.403,23.0
26,155749,9.3,12,1.0,2,8,9,10,145935,8481,1,4,5,4,3,3,3,6,2,3,9,Female,Tier 2,Online,26-35,High,154416,0.945,28.6
79,221900,1.2,13,3.1,8,9,21,5,145849,28906,2,2,3,2,5,10,10,6,7,5,3,Other,Tier 1,Store,51+,High,174755,0.835,19.4
54,161161,9.4,3,3.2,4,9,43,6,69625,5469,8,0,5,5,8,3,9,4,8,4,10,Female,Tier 2,Online,51+,High,75094,0.927,31.8
50,150653,7.0,2,4.2,3,10,17,10,129396,31393,4,2,1,9,1,6,8,9,5,5,7,Other,Tier 2,Store,36-50,High,160789,0.805,27.0
68,157979,3.8,6,0.0,3,5,3,4,27190,16374,1,3,3,2,2,7,8,1,1,1,2,Male,Tier 2,Hybrid,51+,High,43564,0.624,15.6
59,151681,6.5,14,1.6,1,2,44,0,146882,145372,5,7,6,5,9,7,8,8,9,1,3,Male,Tier 3,Store,51+,High,292254,0.503,16.0
61,197225,3.9,10,0.2,8,8,34,0,79943,102991,4,7,7,1,10,3,7,4,5,3,4,Other,Tier 3,Store,51+,High,182934,0.437,23.8
41,65539,6.9,3,1.4,5,7,37,12,140861,123191,10,8,7,4,10,8,6,2,5,3,1,Female,Tier 1,Store,36-50,Medium,264052,0.533,25.8
32,190215,6.1,1,2.4,5,4,37,1,32321,78610,5,1,2,5,2,3,5,9,1,5,1,Male,Tier 1,Store,26-35,High,110931,0.291,21.2
76,37936,6.7,10,3.3,4,5,35,17,80386,3081,3,0,3,7,5,9,2,4,5,7,10,Male,Tier 1,Online,51+,Low,83467,0.963,22.4
71,65182,4.2,13,5.4,5,10,3,5,120141,54844,4,3,5,2,6,2,4,5,2,10,3,Male,Tier 2,Store,51+,Medium,174985,0.687,23.4
49,126259,4.5,13,4.3,5,10,44,13,48125,14994,8,6,2,6,6,7,1,9,4,1,2,Male,Tier 1,Online,36-50,Medium,63119,0.762,24.0
49,245596,7.0,9,1.9,9,2,9,10,82395,100995,6,2,3,4,2,2,4,5,7,8,1,Female,Tier 2,Store,36-50,High,183390,0.449,25.0
41,110042,5.0,6,3.4,6,9,31,4,146200,130326,5,8,5,9,4,2,10,1,8,9,6,Female,Tier 3,Store,36-50,Medium,276526,0.529,25.0
58,28163,6.3,6,4.1,9,6,9,18,91020,115937,10,4,1,6,9,5,2,6,5,8,10,Female,Tier 2,Store,51+,Low,206957,0.44,27.6
69,205830,6.9,10,2.4,8,9,42,12,52433,4713,4,1,5,7,1,4,8,3,7,2,1,Other,Tier 1,Online,51+,High,57146,0.918,30.8
66,192129,5.6,9,2.4,3,8,44,11,139176,10407,10,2,1,5,8,9,5,10,7,5,3,Female,Tier 2,Online,51+,High,149583,0.93,22.2
79,158609,8.3,2,2.2,2,1,9,8,35473,44498,2,5,6,7,8,2,5,5,7,4,9,Female,Tier 1,Store,51+,High,79971,0.444,19.6
66,37419,5.6,10,3.1,6,9,10,3,70062,137856,1,6,4,8,7,7,1,10,6,1,8,Male,Tier 3,Store,51+,Low,207918,0.337,26.2
75,188650,5.6,9,3.0,2,9,49,5,20914,44239,4,9,5,2,4,2,1,6,7,3,6,Other,Tier 3,Store,51+,High,65153,0.321,22.2
69,221063,4.7,14,2.7,3,4,38,3,65878,123248,2,8,5,8,9,4,4,5,6,4,1,Male,Tier 2,Store,51+,High,189126,0.348,16.4
29,136211,8.1,12,4.8,3,1,8,0,15810,148452,9,4,6,2,9,6,3,1,9,9,4,Other,Tier 1,Store,26-35,Medium,164262,0.096,20.2
79,137762,4.6,3,3.8,1,4,12,16,49874,96666,2,4,1,8,8,10,2,7,1,5,6,Other,Tier 3,Store,51+,Medium,146540,0.34,14.2
56,220671,8.5,3,0.4,5,6,41,16,13679,98350,2,5,1,10,6,9,5,4,10,5,4,Female,Tier 2,Store,51+,High,112029,0.122,28.0
19,15834,6.3,3,0.2,8,4,17,9,63462,38298,6,4,3,2,3,7,5,6,2,1,10,Other,Tier 1,Store,18-25,Low,101760,0.624,24.6
20,47214,11.4,1,3.0,9,9,46,17,89221,113210,6,8,1,4,2,5,1,1,3,10,6,Female,Tier 1,Store,18-25,Low,202431,0.441,40.8
66,239006,4.7,10,2.4,7,4,36,13,77681,23533,4,8,2,7,7,8,4,8,6,8,10,Other,Tier 3,Store,51+,High,101214,0.767,20.4
54,246100,8.6,7,0.2,5,10,46,2,129338,101580,3,4,7,9,6,9,10,9,5,10,4,Female,Tier 3,Store,51+,High,230918,0.56,32.2
66,17413,7.0,10,0.0,8,8,10,16,39862,92724,4,0,7,7,5,4,5,10,6,10,9,Male,Tier 3,Store,51+,Low,132586,0.301,30.0
73,24505,5.0,13,2.2,9,2,27,3,13900,29601,5,6,5,8,8,3,6,8,4,10,8,Other,Tier 3,Store,51+,Low,43501,0.32,21.0
34,117802,7.0,7,2.8,9,7,5,1,59074,14142,8,8,7,3,7,1,6,10,5,10,6,Other,Tier 1,Hybrid,26-35,Medium,73216,0.807,30.0
76,148177,6.9,2,2.9,9,8,32,14,3399,91077,2,3,2,2,4,6,9,9,5,7,3,Other,Tier 2,Store,51+,Medium,94476,0.036,30.8
66,214176,5.3,6,1.7,2,6,13,5,21065,35375,10,0,4,4,2,8,3,3,6,10,9,Other,Tier 3,Store,51+,High,56440,0.373,18.6
19,143303,6.9,4,1.8,3,10,46,8,60310,115971,6,0,4,5,8,1,5,9,1,8,3,Male,Tier 2,Store,18-25,Medium,176281,0.342,26.8
19,129897,8.3,11,1.8,2,6,28,6,146190,86369,7,7,2,2,5,6,5,2,2,8,10,Male,Tier 1,Store,18-25,Medium,232559,0.629,24.6
45,73408,7.0,7,3.1,5,8,38,9,71423,14801,3,2,4,6,6,4,2,3,3,4,2,Female,Tier 2,Online,36-50,Medium,86224,0.828,27.0
71,183751,5.2,14,0.5,3,3,14,1,107367,119082,5,1,6,2,4,8,2,2,3,10,6,Male,Tier 3,Store,51+,High,226449,0.474,16.4
40,131908,5.0,14,2.5,9,2,47,19,16335,19980,2,5,7,7,2,10,3,10,9,8,9,Female,Tier 1,Store,36-50,Medium,36315,0.45,21.0
54,245168,5.8,7,3.8,2,9,4,13,65723,107023,3,1,5,7,4,9,1,2,10,6,5,Other,Tier 2,Store,51+,High,172746,0.38,22.6
49,94731,8.2,4,2.0,5,8,21,5,32361,149899,2,3,5,5,6,8,7,1,9,1,9,Male,Tier 2,Store,36-50,Medium,182260,0.178,29.4
50,80131,4.5,3,2.7,5,10,30,4,55491,68360,10,9,6,8,9,3,7,10,6,1,7,Female,Tier 1,Store,36-50,Medium,123851,0.448,24.0
18,79280,6.8,7,3.0,5,5,18,4,10323,131300,1,0,3,2,2,5,6,3,1,1,6,Male,Tier 3,Store,18-25,Medium,141623,0.073,23.6
36,30762,2.9,9,1.6,1,5,17,19,23313,89574,8,7,3,8,6,5,8,4,8,5,1,Male,Tier 3,Store,36-50,Low,112887,0.207,11.8
79,132798,7.2,4,2.4,10,6,5,11,132227,129406,3,7,1,9,10,1,8,8,5,10,9,Female,Tier 3,Store,51+,Medium,261633,0.505,30.4
19,131854,7.5,6,0.8,7,6,8,7,98450,54824,7,8,1,5,5,10,7,10,6,4,1,Female,Tier 2,Store,18-25,Medium,153274,0.642,28.0
70,73703,10.1,7,3.1,2,2,29,6,108593,22508,3,3,4,5,3,3,3,9,10,3,5,Female,Tier 1,Store,51+,Medium,131101,0.828,24.2
61,227506,7.9,10,2.7,2,7,30,15,95427,14670,7,0,3,4,5,4,3,4,1,4,8,Female,Tier 3,Online,51+,High,110097,0.867,24.8
43,78079,5.2,3,4.0,9,3,34,17,132171,82563,8,5,1,4,7,1,5,1,6,5,7,Other,Tier 3,Store,36-50,Medium,214734,0.616,22.4
49,36577,2.9,5,3.6,1,8,16,15,123410,85734,6,9,3,10,6,7,1,5,10,2,8,Female,Tier 3,Store,36-50,Low,209144,0.59,14.8
23,16214,7.0,12,4.0,9,9,41,18,949,10654,9,3,4,5,2,2,9,2,8,5,3,Other,Tier 2,Online,18-25,Low,11603,0.082,32.0
49,101339,5.3,14,4.1,6,3,15,9,21375,102722,1,0,4,5,10,3,9,3,10,2,10,Female,Tier 1,Store,36-50,Medium,124097,0.172,19.6
72,63114,6.7,1,1.6,5,6,32,8,39527,130397,1,4,6,5,6,8,3,3,4,10,6,Other,Tier 2,Store,51+,Medium,169924,0.233,24.4
21,235306,4.6,6,3.1,5,8,3,5,135270,133405,2,9,4,4,2,6,1,8,3,6,6,Female,Tier 2,Store,18-25,High,268675,0.503,22.2
72,78230,5.7,5,3.4,5,6,30,17,129153,94025,4,3,6,4,1,1,6,1,8,5,4,Male,Tier 2,Store,51+,Medium,223178,0.579,22.4
28,179052,2.6,7,1.7,6,10,32,2,60181,125388,6,0,3,7,3,1,2,10,9,2,5,Other,Tier 1,Store,26-35,High,185569,0.324,21.2
73,82194,3.9,9,4.1,7,3,49,13,19169,1718,9,6,7,4,9,10,9,1,2,9,4,Female,Tier 3,Online,51+,Medium,20887,0.918,17.8
76,223878,3.6,11,2.4,9,4,35,4,83250,96785,5,9,1,5,10,2,5,7,2,9,6,Other,Tier 1,Store,51+,High,180035,0.462,20.2
34,127333,7.7,4,3.3,2,9,10,13,123457,36384,9,1,4,8,9,10,3,4,4,2,2,Other,Tier 1,Store,26-35,Medium,159841,0.772,26.4
55,52792,4.3,9,3.9,4,1,3,17,44869,67174,5,5,1,6,3,6,6,7,5,3,7,Other,Tier 3,Store,51+,Medium,112043,0.4,13.6
41,60807,8.8,13,3.1,5,4,35,2,12822,73122,2,1,7,1,1,8,10,6,9,8,4,Other,Tier 1,Store,36-50,Medium,85944,0.149,26.6
22,140266,4.4,6,4.9,6,10,4,6,86578,138436,9,4,7,4,6,1,4,8,1,1,4,Female,Tier 1,Store,18-25,Medium,225014,0.385,24.8
69,168373,10.2,5,5.6,7,1,20,1,98628,149972,9,1,6,8,10,5,7,2,10,6,9,Other,Tier 1,Store,51+,High,248600,0.397,28.4
51,151213,2.1,2,2.5,3,8,12,5,15523,38080,7,8,6,6,6,4,3,2,5,9,6,Other,Tier 1,Store,51+,High,53603,0.29,15.2
23,119292,6.8,1,3.7,3,7,3,9,50378,92411,4,0,6,7,8,5,3,2,5,2,8,Female,Tier 3,Store,18-25,Medium,142789,0.353,23.6
39,137984,6.1,8,5.6,9,7,41,18,131273,88620,5,1,3,4,6,2,4,1,1,6,8,Female,Tier 3,Store,36-50,Medium,219893,0.597,28.2
28,28777,3.6,12,1.7,9,2,49,12,53668,5517,1,7,2,3,7,1,6,4,4,10,4,Female,Tier 2,Online,26-35,Low,59185,0.907,18.2
65,53346,4.9,12,0.0,2,10,34,10,55052,119353,6,8,1,4,5,3,8,8,10,1,2,Female,Tier 1,Store,51+,Medium,174405,0.316,21.8
33,69703,5.5,6,3.8,4,6,25,8,113363,42559,9,0,2,3,1,8,5,10,1,9,4,Male,Tier 3,Store,26-35,Medium,155922,0.727,21.0
50,109977,6.5,14,2.0,4,8,25,16,117458,90960,10,9,2,1,8,10,1,4,1,9,2,Other,Tier 3,Store,36-50,Medium,208418,0.564,25.0
26,62819,4.1,7,0.9,5,8,18,10,124952,42119,6,2,4,2,3,6,5,2,10,2,8,Female,Tier 3,Store,26-35,Medium,167071,0.748,21.2
77,174541,6.9,6,1.6,2,5,36,12,11746,36512,9,3,1,4,6,3,3,2,1,4,4,Other,Tier 2,Store,51+,High,48258,0.243,20.8
76,149917,6.2,10,0.5,4,8,10,2,120594,119656,2,4,1,6,9,6,7,2,3,9,1,Other,Tier 1,Store,51+,Medium,240250,0.502,24.4
23,125186,7.6,13,4.7,3,2,1,9,94088,78459,5,0,4,6,6,6,1,9,9,5,5,Other,Tier 1,Store,18-25,Medium,172547,0.545,20.2
33,38290,4.3,14,4.4,6,4,30,0,5882,94203,3,4,7,9,1,10,4,5,8,10,8,Female,Tier 1,Store,26-35,Low,100085,0.059,18.6
46,127551,5.2,7,2.2,4,10,17,4,149129,23999,7,6,3,3,1,1,9,1,2,2,2,Other,Tier 2,Online,36-50,Medium,173128,0.861,24.4
20,176771,8.9,9,2.3,1,2,10,11,102903,60035,2,0,6,1,8,7,9,7,9,10,2,Female,Tier 2,Store,18-25,High,162938,0.632,20.8
37,190324,4.2,14,2.8,3,5,43,6,104910,108530,1,2,1,6,9,8,8,4,1,1,10,Other,Tier 1,Store,36-50,High,213440,0.492,16.4
77,113682,3.2,5,4.7,8,3,15,11,60390,140382,10,7,2,1,10,3,6,5,8,1,1,Other,Tier 1,Store,51+,Medium,200772,0.301,17.4
76,149365,4.7,1,1.1,3,6,1,6,63264,25816,7,3,7,9,1,4,5,9,7,8,3,Female,Tier 1,Store,51+,Medium,89080,0.71,18.4
53,133017,2.4,1,2.3,7,7,31,11,40403,69246,8,1,5,8,8,7,9,1,4,2,2,Other,Tier 2,Store,51+,Medium,109649,0.368,18.8
36,134496,9.3,9,4.1,2,6,47,3,146006,84201,6,2,5,1,8,10,5,1,6,8,9,Other,Tier 2,Store,36-50,Medium,230207,0.634,26.6
43,72089,5.4,5,2.1,5,2,47,16,87228,106015,3,6,2,1,8,7,10,10,10,5,9,Female,Tier 2,Store,36-50,Medium,193243,0.451,17.8
20,162680,5.5,14,1.4,7,2,21,15,86607,126075,10,6,2,8,1,6,9,1,2,9,10,Female,Tier 3,Store,18-25,High,212682,0.407,20.0
36,143713,7.5,13,2.7,1,4,35,17,26601,99897,3,7,1,2,10,4,7,3,4,5,7,Other,Tier 2,Store,36-50,Medium,126498,0.21,20.0
37,212345,4.5,13,0.2,1,7,7,1,86141,51823,3,6,3,2,10,3,4,5,6,10,6,Other,Tier 3,Store,36-50,High,137964,0.624,17.0
49,31619,5.6,11,3.0,8,8,35,16,11109,112436,5,2,3,1,9,2,10,3,10,8,2,Other,Tier 1,Store,36-50,Low,123545,0.09,27.2
